seed,sensorRange,acoCandidateCount,acoStepLength,acoAlpha,acoBeta,converged,convergenceTime,victimsFound
1,100.0,18,50.0,0.5,2.0,true,49.0,5
1,100.0,18,50.0,1.0,2.0,true,49.0,5
1,100.0,18,50.0,1.5,2.0,true,60.364790024950025,5
1,100.0,18,50.0,2.0,2.0,true,59.51894362702689,5
1,100.0,18,50.0,2.5,2.0,true,59.51894362702689,5
1,100.0,18,50.0,0.5,2.5,true,60.364790024950025,5
1,100.0,18,50.0,1.0,2.5,true,60.364790024950025,5
1,100.0,18,50.0,1.5,2.5,true,60.364790024950025,5
1,100.0,18,50.0,2.0,2.5,true,59.51894362702689,5
1,100.0,18,50.0,2.5,2.5,true,59.51894362702689,5
1,100.0,18,50.0,0.5,3.0,true,60.13429431081634,5
1,100.0,18,50.0,1.0,3.0,true,60.364790024950025,5
1,100.0,18,50.0,1.5,3.0,true,60.364790024950025,5
1,100.0,18,50.0,2.0,3.0,true,59.51894362702689,5
1,100.0,18,50.0,2.5,3.0,true,59.51894362702689,5
1,100.0,18,50.0,0.5,3.5,true,60.13429431081634,5
1,100.0,18,50.0,1.0,3.5,true,60.13429431081634,5
1,100.0,18,50.0,1.5,3.5,true,60.364790024950025,5
1,100.0,18,50.0,2.0,3.5,true,60.364790024950025,5
1,100.0,18,50.0,2.5,3.5,true,59.51894362702689,5
1,100.0,18,50.0,0.5,4.0,true,60.13429431081634,5
1,100.0,18,50.0,1.0,4.0,true,60.13429431081634,5
1,100.0,18,50.0,1.5,4.0,true,60.364790024950025,5
1,100.0,18,50.0,2.0,4.0,true,60.364790024950025,5
1,100.0,18,50.0,2.5,4.0,true,59.51894362702689,5
1,100.0,24,50.0,0.5,1.0,true,43.47787649911838,5
1,100.0,24,50.0,1.0,1.0,true,43.47787649911838,5
1,100.0,24,50.0,1.5,1.0,true,43.47787649911838,5
1,100.0,24,50.0,2.0,1.0,true,43.47787649911838,5
1,100.0,24,50.0,2.5,1.0,true,43.47787649911838,5
1,100.0,24,50.0,0.5,1.5,true,43.873618425927596,5
1,100.0,24,50.0,1.0,1.5,true,51.883292981417924,5
1,100.0,24,50.0,1.5,1.5,true,51.883292981417924,5
1,100.0,24,50.0,2.0,1.5,true,51.883292981417924,5
1,100.0,24,50.0,2.5,1.5,true,51.883292981417924,5
1,100.0,24,50.0,0.5,2.0,true,51.883292981417924,5
1,100.0,24,50.0,1.0,2.0,true,51.883292981417924,5
1,100.0,24,50.0,1.5,2.0,true,51.883292981417924,5
1,100.0,24,50.0,2.0,2.0,true,51.883292981417924,5
1,100.0,24,50.0,2.5,2.0,true,51.883292981417924,5
1,100.0,24,50.0,0.5,2.5,true,51.883292981417924,5
1,100.0,24,50.0,1.0,2.5,true,51.883292981417924,5
1,100.0,24,50.0,1.5,2.5,true,51.883292981417924,5
1,100.0,24,50.0,2.0,2.5,false,NaN,4
1,100.0,24,50.0,2.5,2.5,true,78.52890442374535,5
1,100.0,24,50.0,0.5,3.0,true,51.883292981417924,5
1,100.0,24,50.0,1.0,3.0,true,51.883292981417924,5
1,100.0,24,50.0,1.5,3.0,true,51.883292981417924,5
1,100.0,24,50.0,2.0,3.0,true,51.883292981417924,5
1,100.0,24,50.0,2.5,3.0,true,51.83287207129548,5
1,100.0,24,50.0,0.5,3.5,true,51.883292981417924,5
1,100.0,24,50.0,1.0,3.5,true,51.883292981417924,5
1,100.0,24,50.0,1.5,3.5,true,51.883292981417924,5
1,100.0,24,50.0,2.0,3.5,true,51.883292981417924,5
1,100.0,24,50.0,2.5,3.5,true,51.883292981417924,5
1,100.0,24,50.0,0.5,4.0,true,51.883292981417924,5
1,100.0,24,50.0,1.0,4.0,true,51.883292981417924,5
1,100.0,24,50.0,1.5,4.0,true,51.883292981417924,5
1,100.0,24,50.0,2.0,4.0,true,51.883292981417924,5
1,100.0,24,50.0,2.5,4.0,true,51.883292981417924,5
1,100.0,30,50.0,0.5,1.0,true,73.23127845870859,5
1,100.0,30,50.0,1.0,1.0,true,52.586076836904496,5
1,100.0,30,50.0,1.5,1.0,true,109.36729840523117,5
1,100.0,30,50.0,2.0,1.0,true,52.61454817605769,5
1,100.0,30,50.0,2.5,1.0,true,52.33831702138344,5
1,100.0,30,50.0,0.5,1.5,false,NaN,4
1,100.0,30,50.0,1.0,1.5,false,NaN,4
1,100.0,30,50.0,1.5,1.5,true,113.69085408768838,5
1,100.0,30,50.0,2.0,1.5,true,45.74887518692186,5
1,100.0,30,50.0,2.5,1.5,true,46.57844428600425,5
1,100.0,30,50.0,0.5,2.0,true,46.50343047862518,5
1,100.0,30,50.0,1.0,2.0,true,46.91658686507737,5
1,100.0,30,50.0,1.5,2.0,true,46.91658686507737,5
1,100.0,30,50.0,2.0,2.0,true,49.47634188244942,5
1,100.0,30,50.0,2.5,2.0,true,49.47634188244942,5
1,100.0,30,50.0,0.5,2.5,true,49.47634188244942,5
1,100.0,30,50.0,1.0,2.5,true,49.47634188244942,5
1,100.0,30,50.0,1.5,2.5,true,49.47634188244942,5
1,100.0,30,50.0,2.0,2.5,true,43.89026271132285,5
1,100.0,30,50.0,2.5,2.5,true,56.64342778807788,5
1,100.0,30,50.0,0.5,3.0,true,43.89026271132285,5
1,100.0,30,50.0,1.0,3.0,true,52.25081910471723,5
1,100.0,30,50.0,1.5,3.0,true,44.6365935918705,5
1,100.0,30,50.0,2.0,3.0,true,46.62495470866264,5
1,100.0,30,50.0,2.5,3.0,true,43.668662918810156,5
1,100.0,30,50.0,0.5,3.5,false,NaN,4
1,100.0,30,50.0,1.0,3.5,true,153.0,5
1,100.0,30,50.0,1.5,3.5,true,68.14301383391808,5
1,100.0,30,50.0,2.0,3.5,false,NaN,4
1,100.0,30,50.0,2.5,3.5,true,93.88846482432805,5
1,100.0,30,50.0,0.5,4.0,false,NaN,4
1,100.0,30,50.0,1.0,4.0,false,NaN,4
1,100.0,30,50.0,1.5,4.0,true,93.9847100400553,5
1,100.0,30,50.0,2.0,4.0,false,NaN,4
1,100.0,30,50.0,2.5,4.0,false,NaN,4
1,100.0,36,50.0,0.5,1.0,true,119.71319043808482,5
1,100.0,36,50.0,1.0,1.0,true,72.138307623479,5
1,100.0,36,50.0,1.5,1.0,true,73.95513171008879,5
1,100.0,36,50.0,2.0,1.0,true,69.55503545331946,5
1,100.0,36,50.0,2.5,1.0,true,142.0,5
1,100.0,36,50.0,0.5,1.5,true,70.53394827747745,5
1,100.0,36,50.0,1.0,1.5,false,NaN,4
1,100.0,36,50.0,1.5,1.5,true,52.76517281965023,5
1,100.0,36,50.0,2.0,1.5,true,52.76517281965023,5
1,100.0,36,50.0,2.5,1.5,true,117.9106646810588,5
1,100.0,36,50.0,0.5,2.0,true,56.167635172827474,5
1,100.0,36,50.0,1.0,2.0,true,111.1287999520231,5
1,100.0,36,50.0,1.5,2.0,true,52.778275969984925,5
1,100.0,36,50.0,2.0,2.0,true,52.76517281965023,5
1,100.0,36,50.0,2.5,2.0,true,60.0,5
1,100.0,36,50.0,0.5,2.5,true,86.72685761308327,5
1,100.0,36,50.0,1.0,2.5,false,NaN,4
1,100.0,36,50.0,1.5,2.5,true,52.76517281965023,5
1,100.0,36,50.0,2.0,2.5,true,52.76517281965023,5
1,100.0,36,50.0,2.5,2.5,true,59.8755642236551,5
1,100.0,36,50.0,0.5,3.0,true,60.26367681724854,5
1,100.0,36,50.0,1.0,3.0,true,52.76517281965023,5
1,100.0,36,50.0,1.5,3.0,true,52.63497918773228,5
1,100.0,36,50.0,2.0,3.0,true,59.8755642236551,5
1,100.0,36,50.0,2.5,3.0,true,59.8755642236551,5
1,100.0,36,50.0,0.5,3.5,true,60.34460378314521,5
1,100.0,36,50.0,1.0,3.5,true,52.76517281965023,5
1,100.0,36,50.0,1.5,3.5,true,52.76517281965023,5
1,100.0,36,50.0,2.0,3.5,true,59.8755642236551,5
1,100.0,36,50.0,2.5,3.5,true,129.14538471370003,5
1,100.0,36,50.0,0.5,4.0,true,60.34460378314521,5
1,100.0,36,50.0,1.0,4.0,true,52.76517281965023,5
1,100.0,36,50.0,1.5,4.0,true,52.76517281965023,5
1,100.0,36,50.0,2.0,4.0,true,59.8755642236551,5
1,100.0,36,50.0,2.5,4.0,false,NaN,4
1,100.0,12,75.0,0.5,1.0,true,52.90408952433109,5
1,100.0,12,75.0,1.0,1.0,true,116.89157335226028,5
1,100.0,12,75.0,1.5,1.0,true,76.91322792417958,5
1,100.0,12,75.0,2.0,1.0,false,NaN,4
1,100.0,12,75.0,2.5,1.0,false,NaN,4
1,100.0,12,75.0,0.5,1.5,true,80.85926420764318,5
1,100.0,12,75.0,1.0,1.5,true,75.98377870743404,5
1,100.0,12,75.0,1.5,1.5,true,76.91322792417958,5
1,100.0,12,75.0,2.0,1.5,true,158.2941773281638,5
1,100.0,12,75.0,2.5,1.5,true,137.49744353502606,5
1,100.0,12,75.0,0.5,2.0,true,64.74631091457258,5
1,100.0,12,75.0,1.0,2.0,true,64.74631091457258,5
1,100.0,12,75.0,1.5,2.0,true,76.09676455973488,5
1,100.0,12,75.0,2.0,2.0,true,99.74355313435207,5
1,100.0,12,75.0,2.5,2.0,true,88.63898977662208,5
1,100.0,12,75.0,0.5,2.5,true,64.74631091457258,5
1,100.0,12,75.0,1.0,2.5,true,64.74631091457258,5
1,100.0,12,75.0,1.5,2.5,true,64.74631091457258,5
1,100.0,12,75.0,2.0,2.5,true,77.68114044604805,5
1,100.0,12,75.0,2.5,2.5,false,NaN,4
1,100.0,12,75.0,0.5,3.0,false,NaN,4
1,100.0,12,75.0,1.0,3.0,true,64.74631091457258,5
1,100.0,12,75.0,1.5,3.0,true,64.74631091457258,5
1,100.0,12,75.0,2.0,3.0,true,64.74631091457258,5
1,100.0,12,75.0,2.5,3.0,true,130.68363100213244,5
1,100.0,12,75.0,0.5,3.5,true,121.0,5
1,100.0,12,75.0,1.0,3.5,true,89.31709280882525,5
1,100.0,12,75.0,1.5,3.5,true,64.74631091457258,5
1,100.0,12,75.0,2.0,3.5,true,64.74631091457258,5
1,100.0,12,75.0,2.5,3.5,true,137.96717097904943,5
1,100.0,12,75.0,0.5,4.0,true,102.88961507387279,5
1,100.0,12,75.0,1.0,4.0,true,120.89632603534997,5
1,100.0,12,75.0,1.5,4.0,false,NaN,4
1,100.0,12,75.0,2.0,4.0,true,64.74631091457258,5
1,100.0,12,75.0,2.5,4.0,true,64.74631091457258,5
1,100.0,18,75.0,0.5,1.0,true,58.7265387455478,5
1,100.0,18,75.0,1.0,1.0,true,60.62686315854537,5
1,100.0,18,75.0,1.5,1.0,true,60.78209760292767,5
1,100.0,18,75.0,2.0,1.0,true,56.88706780439009,5
1,100.0,18,75.0,2.5,1.0,true,90.13497164463163,5
1,100.0,18,75.0,0.5,1.5,true,57.0,5
1,100.0,18,75.0,1.0,1.5,true,57.0,5
1,100.0,18,75.0,1.5,1.5,true,57.0,5
1,100.0,18,75.0,2.0,1.5,true,56.76445331187463,5
1,100.0,18,75.0,2.5,1.5,true,56.76445331187463,5
1,100.0,18,75.0,0.5,2.0,true,56.925942514075665,5
1,100.0,18,75.0,1.0,2.0,true,56.925942514075665,5
1,100.0,18,75.0,1.5,2.0,true,56.925942514075665,5
1,100.0,18,75.0,2.0,2.0,true,56.95305782482179,5
1,100.0,18,75.0,2.5,2.0,true,56.95305782482179,5
1,100.0,18,75.0,0.5,2.5,true,56.95305782482179,5
1,100.0,18,75.0,1.0,2.5,true,56.95305782482179,5
1,100.0,18,75.0,1.5,2.5,true,56.95305782482179,5
1,100.0,18,75.0,2.0,2.5,true,56.95305782482179,5
1,100.0,18,75.0,2.5,2.5,true,56.95305782482179,5
1,100.0,18,75.0,0.5,3.0,true,56.95305782482179,5
1,100.0,18,75.0,1.0,3.0,true,56.95305782482179,5
1,100.0,18,75.0,1.5,3.0,true,56.95305782482179,5
1,100.0,18,75.0,2.0,3.0,true,56.95305782482179,5
1,100.0,18,75.0,2.5,3.0,true,56.95305782482179,5
1,100.0,18,75.0,0.5,3.5,true,42.89350236185263,5
1,100.0,18,75.0,1.0,3.5,true,42.89350236185263,5
1,100.0,18,75.0,1.5,3.5,true,42.89350236185263,5
1,100.0,18,75.0,2.0,3.5,true,56.99895155221786,5
1,100.0,18,75.0,2.5,3.5,true,56.881675379143,5
1,100.0,18,75.0,0.5,4.0,true,42.89350236185263,5
1,100.0,18,75.0,1.0,4.0,true,42.89350236185263,5
1,100.0,18,75.0,1.5,4.0,true,42.89350236185263,5
1,100.0,18,75.0,2.0,4.0,true,42.89350236185263,5
1,100.0,18,75.0,2.5,4.0,true,42.89350236185263,5
1,100.0,24,75.0,0.5,1.0,true,41.98187317894411,5
1,100.0,24,75.0,1.0,1.0,true,41.98187317894411,5
1,100.0,24,75.0,1.5,1.0,true,41.98187317894411,5
1,100.0,24,75.0,2.0,1.0,true,41.98187317894411,5
1,100.0,24,75.0,2.5,1.0,true,41.98187317894411,5
1,100.0,24,75.0,0.5,1.5,true,41.98187317894411,5
1,100.0,24,75.0,1.0,1.5,true,41.98187317894411,5
1,100.0,24,75.0,1.5,1.5,true,41.98187317894411,5
1,100.0,24,75.0,2.0,1.5,true,41.98187317894411,5
1,100.0,24,75.0,2.5,1.5,true,41.98187317894411,5
1,100.0,24,75.0,0.5,2.0,true,41.98187317894411,5
1,100.0,24,75.0,1.0,2.0,true,41.98187317894411,5
1,100.0,24,75.0,1.5,2.0,true,41.98187317894411,5
1,100.0,24,75.0,2.0,2.0,true,41.98187317894411,5
1,100.0,24,75.0,2.5,2.0,true,41.98187317894411,5
1,100.0,24,75.0,0.5,2.5,true,41.98187317894411,5
1,100.0,24,75.0,1.0,2.5,true,41.98187317894411,5
1,100.0,24,75.0,1.5,2.5,true,41.98187317894411,5
1,100.0,24,75.0,2.0,2.5,true,41.98187317894411,5
1,100.0,24,75.0,2.5,2.5,true,41.98187317894411,5
1,100.0,24,75.0,0.5,3.0,true,41.98187317894411,5
1,100.0,24,75.0,1.0,3.0,true,41.98187317894411,5
1,100.0,24,75.0,1.5,3.0,true,41.98187317894411,5
1,100.0,24,75.0,2.0,3.0,true,41.98187317894411,5
1,100.0,24,75.0,2.5,3.0,true,41.98187317894411,5
1,100.0,24,75.0,0.5,3.5,true,41.98187317894411,5
1,100.0,24,75.0,1.0,3.5,true,41.98187317894411,5
1,100.0,24,75.0,1.5,3.5,true,41.98187317894411,5
1,100.0,24,75.0,2.0,3.5,true,41.98187317894411,5
1,100.0,24,75.0,2.5,3.5,true,41.98187317894411,5
1,100.0,24,75.0,0.5,4.0,true,41.89566130458813,5
1,100.0,24,75.0,1.0,4.0,true,41.89566130458813,5
1,100.0,24,75.0,1.5,4.0,true,41.89566130458813,5
1,100.0,24,75.0,2.0,4.0,true,41.89566130458813,5
1,100.0,24,75.0,2.5,4.0,true,41.89566130458813,5
1,100.0,30,75.0,0.5,1.0,true,92.24135145655623,5
1,100.0,30,75.0,1.0,1.0,true,63.797151402578024,5
1,100.0,30,75.0,1.5,1.0,true,63.797151402578024,5
1,100.0,30,75.0,2.0,1.0,true,63.797151402578024,5
1,100.0,30,75.0,2.5,1.0,true,63.797151402578024,5
1,100.0,30,75.0,0.5,1.5,false,NaN,4
1,100.0,30,75.0,1.0,1.5,false,NaN,4
1,100.0,30,75.0,1.5,1.5,false,NaN,4
1,100.0,30,75.0,2.0,1.5,true,130.3878606284869,5
1,100.0,30,75.0,2.5,1.5,true,132.5666012760039,5
1,100.0,30,75.0,0.5,2.0,true,80.54509786449248,5
1,100.0,30,75.0,1.0,2.0,true,149.64235891875543,5
1,100.0,30,75.0,1.5,2.0,true,149.64235891875543,5
1,100.0,30,75.0,2.0,2.0,true,156.78302728629512,5
1,100.0,30,75.0,2.5,2.0,true,120.26511435146044,5
1,100.0,30,75.0,0.5,2.5,true,93.86102257514354,5
1,100.0,30,75.0,1.0,2.5,true,159.84205655841603,5
1,100.0,30,75.0,1.5,2.5,false,NaN,4
1,100.0,30,75.0,2.0,2.5,false,NaN,4
1,100.0,30,75.0,2.5,2.5,true,120.26511435146044,5
1,100.0,30,75.0,0.5,3.0,true,93.86102257514354,5
1,100.0,30,75.0,1.0,3.0,true,138.35261892101215,5
1,100.0,30,75.0,1.5,3.0,true,138.35261892101215,5
1,100.0,30,75.0,2.0,3.0,true,134.9094872622378,5
1,100.0,30,75.0,2.5,3.0,false,NaN,4
1,100.0,30,75.0,0.5,3.5,false,NaN,4
1,100.0,30,75.0,1.0,3.5,false,NaN,4
1,100.0,30,75.0,1.5,3.5,true,100.63415209668561,5
1,100.0,30,75.0,2.0,3.5,true,100.0,5
1,100.0,30,75.0,2.5,3.5,true,133.6818899990898,5
1,100.0,30,75.0,0.5,4.0,true,79.57120016059297,5
1,100.0,30,75.0,1.0,4.0,true,121.05691619710649,5
1,100.0,30,75.0,1.5,4.0,true,121.0,5
1,100.0,30,75.0,2.0,4.0,true,132.58312736139325,5
1,100.0,30,75.0,2.5,4.0,true,114.28979247780217,5
1,100.0,36,75.0,0.5,1.0,true,42.12977476025976,5
1,100.0,36,75.0,1.0,1.0,true,42.12977476025976,5
1,100.0,36,75.0,1.5,1.0,true,42.12977476025976,5
1,100.0,36,75.0,2.0,1.0,true,42.12977476025976,5
1,100.0,36,75.0,2.5,1.0,true,42.12977476025976,5
1,100.0,36,75.0,0.5,1.5,true,96.57631476031722,5
1,100.0,36,75.0,1.0,1.5,true,100.0,5
1,100.0,36,75.0,1.5,1.5,true,116.65043477576748,5
1,100.0,36,75.0,2.0,1.5,true,123.74013996427506,5
1,100.0,36,75.0,2.5,1.5,true,111.15018709478828,5
1,100.0,36,75.0,0.5,2.0,true,126.76999954107639,5
1,100.0,36,75.0,1.0,2.0,true,86.5940834982122,5
1,100.0,36,75.0,1.5,2.0,true,76.4385662579411,5
1,100.0,36,75.0,2.0,2.0,true,75.9081404046032,5
1,100.0,36,75.0,2.5,2.0,true,75.9081404046032,5
1,100.0,36,75.0,0.5,2.5,true,117.55576395021406,5
1,100.0,36,75.0,1.0,2.5,true,86.89827679165768,5
1,100.0,36,75.0,1.5,2.5,true,86.89827679165768,5
1,100.0,36,75.0,2.0,2.5,true,86.0,5
1,100.0,36,75.0,2.5,2.5,true,115.24985800801542,5
1,100.0,36,75.0,0.5,3.0,false,NaN,4
1,100.0,36,75.0,1.0,3.0,true,111.14359938425459,5
1,100.0,36,75.0,1.5,3.0,true,142.0,5
1,100.0,36,75.0,2.0,3.0,true,110.88130336188813,5
1,100.0,36,75.0,2.5,3.0,true,114.63172151882053,5
1,100.0,36,75.0,0.5,3.5,true,99.0,5
1,100.0,36,75.0,1.0,3.5,true,112.40216719885451,5
1,100.0,36,75.0,1.5,3.5,true,112.40216719885451,5
1,100.0,36,75.0,2.0,3.5,true,110.18817865573912,5
1,100.0,36,75.0,2.5,3.5,true,112.6598296391971,5
1,100.0,36,75.0,0.5,4.0,true,99.0,5
1,100.0,36,75.0,1.0,4.0,true,99.0,5
1,100.0,36,75.0,1.5,4.0,true,113.18782342167013,5
1,100.0,36,75.0,2.0,4.0,true,110.18817865573912,5
1,100.0,36,75.0,2.5,4.0,true,111.27829335384027,5
1,100.0,12,100.0,0.5,1.0,true,63.67745556839252,5
1,100.0,12,100.0,1.0,1.0,true,96.18939774936563,5
1,100.0,12,100.0,1.5,1.0,true,82.45920646084902,5
1,100.0,12,100.0,2.0,1.0,true,73.7866138348683,5
1,100.0,12,100.0,2.5,1.0,true,63.66429314736064,5
1,100.0,12,100.0,0.5,1.5,false,NaN,4
1,100.0,12,100.0,1.0,1.5,true,44.680654248211724,5
1,100.0,12,100.0,1.5,1.5,true,38.928954416282764,5
1,100.0,12,100.0,2.0,1.5,true,38.928954416282764,5
1,100.0,12,100.0,2.5,1.5,true,38.928954416282764,5
1,100.0,12,100.0,0.5,2.0,true,50.98686271004647,5
1,100.0,12,100.0,1.0,2.0,true,38.88468441490329,5
1,100.0,12,100.0,1.5,2.0,true,38.928954416282764,5
1,100.0,12,100.0,2.0,2.0,true,38.928954416282764,5
1,100.0,12,100.0,2.5,2.0,true,38.928954416282764,5
1,100.0,12,100.0,0.5,2.5,true,38.88468441490329,5
1,100.0,12,100.0,1.0,2.5,true,38.928954416282764,5
1,100.0,12,100.0,1.5,2.5,true,38.928954416282764,5
1,100.0,12,100.0,2.0,2.5,true,38.928954416282764,5
1,100.0,12,100.0,2.5,2.5,true,38.928954416282764,5
1,100.0,12,100.0,0.5,3.0,true,38.928954416282764,5
1,100.0,12,100.0,1.0,3.0,true,38.928954416282764,5
1,100.0,12,100.0,1.5,3.0,true,38.928954416282764,5
1,100.0,12,100.0,2.0,3.0,true,38.928954416282764,5
1,100.0,12,100.0,2.5,3.0,true,38.928954416282764,5
1,100.0,12,100.0,0.5,3.5,true,38.928954416282764,5
1,100.0,12,100.0,1.0,3.5,true,38.928954416282764,5
1,100.0,12,100.0,1.5,3.5,true,38.928954416282764,5
1,100.0,12,100.0,2.0,3.5,true,38.928954416282764,5
1,100.0,12,100.0,2.5,3.5,true,38.928954416282764,5
1,100.0,12,100.0,0.5,4.0,true,38.928954416282764,5
1,100.0,12,100.0,1.0,4.0,true,38.928954416282764,5
1,100.0,12,100.0,1.5,4.0,true,38.928954416282764,5
1,100.0,12,100.0,2.0,4.0,true,38.928954416282764,5
1,100.0,12,100.0,2.5,4.0,true,38.928954416282764,5
1,100.0,18,100.0,0.5,1.0,true,78.78614846761626,5
1,100.0,18,100.0,1.0,1.0,true,78.78614846761626,5
1,100.0,18,100.0,1.5,1.0,true,78.78614846761626,5
1,100.0,18,100.0,2.0,1.0,true,78.78614846761626,5
1,100.0,18,100.0,2.5,1.0,true,78.78614846761626,5
1,100.0,18,100.0,0.5,1.5,true,50.0,5
1,100.0,18,100.0,1.0,1.5,true,50.0,5
1,100.0,18,100.0,1.5,1.5,true,50.0,5
1,100.0,18,100.0,2.0,1.5,true,50.0,5
1,100.0,18,100.0,2.5,1.5,true,50.0,5
1,100.0,18,100.0,0.5,2.0,true,50.0,5
1,100.0,18,100.0,1.0,2.0,true,50.0,5
1,100.0,18,100.0,1.5,2.0,true,50.0,5
1,100.0,18,100.0,2.0,2.0,true,50.0,5
1,100.0,18,100.0,2.5,2.0,true,50.0,5
1,100.0,18,100.0,0.5,2.5,true,50.0,5
1,100.0,18,100.0,1.0,2.5,true,50.0,5
1,100.0,18,100.0,1.5,2.5,true,50.0,5
1,100.0,18,100.0,2.0,2.5,true,50.0,5
1,100.0,18,100.0,2.5,2.5,true,50.0,5
1,100.0,18,100.0,0.5,3.0,true,50.0,5
1,100.0,18,100.0,1.0,3.0,true,50.0,5
1,100.0,18,100.0,1.5,3.0,true,50.0,5
1,100.0,18,100.0,2.0,3.0,true,50.0,5
1,100.0,18,100.0,2.5,3.0,true,50.0,5
1,100.0,18,100.0,0.5,3.5,true,50.0,5
1,100.0,18,100.0,1.0,3.5,true,50.0,5
1,100.0,18,100.0,1.5,3.5,true,50.0,5
1,100.0,18,100.0,2.0,3.5,true,50.0,5
1,100.0,18,100.0,2.5,3.5,true,50.0,5
1,100.0,18,100.0,0.5,4.0,true,50.0,5
1,100.0,18,100.0,1.0,4.0,true,50.0,5
1,100.0,18,100.0,1.5,4.0,true,50.0,5
1,100.0,18,100.0,2.0,4.0,true,50.0,5
1,100.0,18,100.0,2.5,4.0,true,50.0,5
1,100.0,24,100.0,0.5,1.0,true,54.867232758967496,5
1,100.0,24,100.0,1.0,1.0,true,54.867232758967496,5
1,100.0,24,100.0,1.5,1.0,true,54.867232758967496,5
1,100.0,24,100.0,2.0,1.0,true,54.867232758967496,5
1,100.0,24,100.0,2.5,1.0,true,54.867232758967496,5
1,100.0,24,100.0,0.5,1.5,true,69.08734088476075,5
1,100.0,24,100.0,1.0,1.5,true,63.931560594654705,5
1,100.0,24,100.0,1.5,1.5,true,63.931560594654705,5
1,100.0,24,100.0,2.0,1.5,true,63.931560594654705,5
1,100.0,24,100.0,2.5,1.5,true,63.931560594654705,5
1,100.0,24,100.0,0.5,2.0,true,77.87476200336843,5
1,100.0,24,100.0,1.0,2.0,true,77.87476200336843,5
1,100.0,24,100.0,1.5,2.0,true,77.87476200336843,5
1,100.0,24,100.0,2.0,2.0,true,77.87476200336843,5
1,100.0,24,100.0,2.5,2.0,true,77.87476200336843,5
1,100.0,24,100.0,0.5,2.5,true,77.87476200336843,5
1,100.0,24,100.0,1.0,2.5,true,77.87476200336843,5
1,100.0,24,100.0,1.5,2.5,true,77.87476200336843,5
1,100.0,24,100.0,2.0,2.5,true,77.87476200336843,5
1,100.0,24,100.0,2.5,2.5,true,77.87476200336843,5
1,100.0,24,100.0,0.5,3.0,true,77.87476200336843,5
1,100.0,24,100.0,1.0,3.0,true,64.92492502529565,5
1,100.0,24,100.0,1.5,3.0,true,64.92492502529565,5
1,100.0,24,100.0,2.0,3.0,true,64.92492502529565,5
