sensorRange,acoCandidateCount,acoStepLength,acoAlpha,acoBeta,n_runs,convergence_rate,mean_ct,std_ct,median_ct,mean_victims
100.0,12,50.0,0.5,1.0,11,0.09090909090909091,48.701262221851096,,48.701262221851096,2.8181818181818183
100.0,12,50.0,0.5,1.5,11,0.09090909090909091,91.36934025271668,,91.36934025271668,2.5454545454545454
100.0,12,50.0,0.5,2.0,11,0.18181818181818182,95.03460509471816,2.6004942169158265,95.03460509471816,2.8181818181818183
100.0,12,50.0,0.5,2.5,11,0.09090909090909091,87.01206857246244,,87.01206857246244,2.727272727272727
100.0,12,50.0,0.5,3.0,11,0.09090909090909091,49.02705093791874,,49.02705093791874,2.5454545454545454
100.0,12,50.0,0.5,3.5,11,0.0,,,,2.4545454545454546
100.0,12,50.0,0.5,4.0,11,0.0,,,,2.4545454545454546
100.0,12,50.0,1.0,1.0,11,0.2727272727272727,86.04645533427231,6.639071732237916,87.27108728264096,3.1818181818181817
100.0,12,50.0,1.0,1.5,11,0.18181818181818182,89.03034622415713,12.769194944413869,89.03034622415713,3.1818181818181817
100.0,12,50.0,1.0,2.0,11,0.0,,,,2.727272727272727
100.0,12,50.0,1.0,2.5,11,0.09090909090909091,53.399367257403554,,53.399367257403554,2.727272727272727
100.0,12,50.0,1.0,3.0,11,0.0,,,,2.727272727272727
100.0,12,50.0,1.0,3.5,11,0.09090909090909091,90.16998151828732,,90.16998151828732,2.8181818181818183
100.0,12,50.0,1.0,4.0,11,0.0,,,,2.1818181818181817
100.0,12,50.0,1.5,1.0,11,0.0,,,,3.090909090909091
100.0,12,50.0,1.5,1.5,11,0.09090909090909091,58.0713351925233,,58.0713351925233,3.090909090909091
100.0,12,50.0,1.5,2.0,11,0.2727272727272727,88.18494825280924,3.6332101548037885,86.55150028088288,2.909090909090909
100.0,12,50.0,1.5,2.5,11,0.18181818181818182,66.24184256851146,15.021699642711331,66.24184256851146,3.0
100.0,12,50.0,1.5,3.0,11,0.09090909090909091,87.69248195285392,,87.69248195285392,2.727272727272727
100.0,12,50.0,1.5,3.5,11,0.09090909090909091,74.10618077919284,,74.10618077919284,2.909090909090909
100.0,12,50.0,1.5,4.0,11,0.18181818181818182,85.61539231564595,8.096160147201333,85.61539231564595,3.090909090909091
100.0,12,50.0,2.0,1.0,11,0.18181818181818182,84.07526188611456,3.829124559779548,84.07526188611456,3.3636363636363638
100.0,12,50.0,2.0,1.5,11,0.5454545454545454,76.8134713393233,10.739530305356386,78.5026419894894,3.909090909090909
100.0,12,50.0,2.0,2.0,11,0.09090909090909091,96.79011359207335,,96.79011359207335,2.6363636363636362
100.0,12,50.0,2.0,2.5,11,0.09090909090909091,88.26832953594995,,88.26832953594995,2.727272727272727
100.0,12,50.0,2.0,3.0,11,0.09090909090909091,62.18861664189804,,62.18861664189804,2.6363636363636362
100.0,12,50.0,2.0,3.5,11,0.09090909090909091,80.80130682939219,,80.80130682939219,3.090909090909091
100.0,12,50.0,2.0,4.0,11,0.18181818181818182,87.62565699485742,3.361064644226734,87.62565699485742,3.0
100.0,12,50.0,2.5,1.0,11,0.09090909090909091,53.0462913788182,,53.0462913788182,3.272727272727273
100.0,12,50.0,2.5,1.5,11,0.09090909090909091,66.12725423146395,,66.12725423146395,3.3636363636363638
100.0,12,50.0,2.5,2.0,11,0.09090909090909091,57.20950310999201,,57.20950310999201,2.727272727272727
100.0,12,50.0,2.5,2.5,11,0.09090909090909091,96.04913028929174,,96.04913028929174,3.1818181818181817
100.0,12,50.0,2.5,3.0,11,0.18181818181818182,97.60306207115227,1.9553759216066975,97.60306207115227,3.090909090909091
100.0,12,50.0,2.5,3.5,11,0.18181818181818182,92.09379559965406,1.065685639565344,92.09379559965406,3.1818181818181817
100.0,12,50.0,2.5,4.0,11,0.09090909090909091,85.21930189401085,,85.21930189401085,2.6363636363636362
