seed,sensorRange,acoCandidateCount,acoStepLength,acoAlpha,acoBeta,victimIdx,uavIdx,foundTime,x,y
40,100.0,20,150.0,2.0,1.0,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,20,150.0,2.0,1.0,1,0,25.47424231807804,507.078922744844,189.28912608156344
40,100.0,20,150.0,1.0,1.5,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,20,150.0,1.5,1.5,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,20,150.0,2.0,1.5,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,20,150.0,1.0,2.0,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,20,150.0,1.5,2.0,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,30,100.0,1.0,2.0,0,0,89.17312110412942,463.7091657830143,173.94983411973146
40,100.0,20,150.0,1.0,1.5,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,30,100.0,1.0,2.0,3,0,91.35295371783897,498.79533806064467,183.5757899808681
40,100.0,20,150.0,1.0,1.0,4,0,51.445029212164606,459.33607136727795,411.8215105565725
40,100.0,20,150.0,2.0,2.0,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,20,150.0,2.0,1.5,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,20,150.0,1.5,1.5,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,20,150.0,1.0,2.0,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,20,150.0,1.0,1.5,1,0,25.47424231807804,507.078922744844,189.28912608156344
40,100.0,20,150.0,1.5,2.0,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,30,100.0,2.0,2.0,4,1,76.10124986302607,459.33607136727795,411.8215105565725
40,100.0,20,150.0,1.5,1.0,4,0,51.445029212164606,459.33607136727795,411.8215105565725
40,100.0,20,150.0,2.0,1.0,4,0,51.445029212164606,459.33607136727795,411.8215105565725
40,100.0,20,150.0,2.0,1.5,1,0,25.47424231807804,507.078922744844,189.28912608156344
40,100.0,25,150.0,1.0,1.0,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,25,150.0,1.5,1.0,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,20,150.0,1.5,1.5,1,0,25.47424231807804,507.078922744844,189.28912608156344
40,100.0,20,150.0,1.5,2.0,1,0,25.47424231807804,507.078922744844,189.28912608156344
40,100.0,30,100.0,1.5,2.0,3,1,80.07066660778405,498.79533806064467,183.5757899808681
40,100.0,25,150.0,2.0,1.0,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,20,150.0,2.0,2.0,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,20,150.0,1.0,2.0,1,0,25.47424231807804,507.078922744844,189.28912608156344
40,100.0,25,150.0,1.0,1.0,0,0,17.314692819627204,463.7091657830143,173.94983411973146
40,100.0,30,100.0,1.5,2.0,0,0,88.61988335571941,463.7091657830143,173.94983411973146
40,100.0,20,150.0,2.0,2.0,1,0,25.47424231807804,507.078922744844,189.28912608156344
40,100.0,25,150.0,1.5,1.0,0,0,17.314692819627204,463.7091657830143,173.94983411973146
40,100.0,25,150.0,2.0,1.0,0,0,17.314692819627204,463.7091657830143,173.94983411973146
40,100.0,30,100.0,1.5,2.0,4,1,98.65608356603083,459.33607136727795,411.8215105565725
40,100.0,25,150.0,1.0,1.5,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,25,150.0,1.5,1.5,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,20,150.0,2.0,1.5,4,0,69.1423742214142,459.33607136727795,411.8215105565725
40,100.0,25,150.0,1.0,1.0,3,0,51.00977761017127,498.79533806064467,183.5757899808681
40,100.0,20,150.0,1.0,1.5,4,0,69.14424511010198,459.33607136727795,411.8215105565725
40,100.0,25,150.0,1.5,1.0,3,0,51.00977761017127,498.79533806064467,183.5757899808681
40,100.0,20,150.0,1.5,1.5,4,0,68.99075883324862,459.33607136727795,411.8215105565725
40,100.0,25,150.0,1.0,1.0,4,1,63.73910100817715,459.33607136727795,411.8215105565725
40,100.0,25,150.0,1.0,1.5,0,0,17.314692819627204,463.7091657830143,173.94983411973146
40,100.0,25,150.0,1.5,1.0,4,1,63.73910100817715,459.33607136727795,411.8215105565725
40,100.0,25,150.0,1.5,1.5,0,0,17.314692819627204,463.7091657830143,173.94983411973146
