seed,sensorRange,acoCandidateCount,acoStepLength,acoAlpha,acoBeta,victimIdx,uavIdx,foundTime,x,y
40,100.0,12,50.0,0.5,1.0,0,0,4.667740890007865,463.7091657830143,173.94983411973146
40,100.0,12,50.0,0.5,1.0,2,0,5.820832540100953,357.3820174025494,170.075846905503
40,100.0,12,50.0,0.5,1.0,1,0,12.650787456002718,507.078922744844,189.28912608156344
40,100.0,12,50.0,1.0,1.0,0,0,4.667740890007865,463.7091657830143,173.94983411973146
40,100.0,12,50.0,1.0,1.0,2,0,5.820832540100953,357.3820174025494,170.075846905503
40,100.0,12,50.0,1.0,1.0,1,0,23.40546363615849,507.078922744844,189.28912608156344
40,100.0,12,50.0,1.5,1.0,0,0,4.667740890007865,463.7091657830143,173.94983411973146
40,100.0,12,50.0,1.5,1.0,2,0,5.820832540100953,357.3820174025494,170.075846905503
40,100.0,12,50.0,1.5,1.0,4,0,93.58753500045816,459.33607136727795,411.8215105565725
40,100.0,12,50.0,2.0,1.0,0,0,4.667740890007865,463.7091657830143,173.94983411973146
40,100.0,12,50.0,2.0,1.0,2,0,5.820832540100953,357.3820174025494,170.075846905503
40,100.0,12,50.0,2.0,1.0,1,0,49.163090521170766,507.078922744844,189.28912608156344
40,100.0,12,50.0,2.5,1.0,0,0,4.667740890007865,463.7091657830143,173.94983411973146
40,100.0,12,50.0,2.5,1.0,2,0,5.820832540100953,357.3820174025494,170.075846905503
40,100.0,12,50.0,2.5,1.0,1,0,30.50015808445046,507.078922744844,189.28912608156344
40,100.0,12,50.0,0.5,1.5,0,0,4.667740890007865,463.7091657830143,173.94983411973146
40,100.0,12,50.0,0.5,1.5,2,0,5.820832540100953,357.3820174025494,170.075846905503
40,100.0,12,50.0,0.5,1.5,1,0,23.04321820736337,507.078922744844,189.28912608156344
40,100.0,12,50.0,1.0,1.5,0,0,4.667740890007865,463.7091657830143,173.94983411973146
40,100.0,12,50.0,1.0,1.5,2,0,5.820832540100953,357.3820174025494,170.075846905503
