seed,sensorRange,acoCandidateCount,acoStepLength,acoAlpha,acoBeta,converged,convergenceTime,victimsFound
1,100.0,24,25.0,1.0,1.0,false,NaN,4
1,100.0,24,50.0,1.0,1.0,true,43.47787649911838,5
1,100.0,24,75.0,1.0,1.0,true,41.98187317894411,5
1,100.0,24,100.0,1.0,1.0,true,54.867232758967496,5
1,100.0,24,125.0,1.0,1.0,true,57.58716356459907,5
1,100.0,24,150.0,1.0,1.0,true,72.7660417864871,5
1,100.0,24,175.0,1.0,1.0,false,NaN,4
1,100.0,24,200.0,1.0,1.0,true,82.81906636206888,5
2,100.0,24,25.0,1.0,1.0,false,NaN,4
2,100.0,24,50.0,1.0,1.0,true,67.29889690626251,5
2,100.0,24,75.0,1.0,1.0,true,53.95576340728547,5
2,100.0,24,100.0,1.0,1.0,true,66.84148503143004,5
2,100.0,24,125.0,1.0,1.0,true,48.615207760113634,5
2,100.0,24,150.0,1.0,1.0,true,66.0,5
2,100.0,24,175.0,1.0,1.0,true,85.15691416063038,5
2,100.0,24,200.0,1.0,1.0,true,54.649583641510304,5
3,100.0,24,25.0,1.0,1.0,false,NaN,3
3,100.0,24,50.0,1.0,1.0,false,NaN,3
3,100.0,24,75.0,1.0,1.0,false,NaN,3
3,100.0,24,100.0,1.0,1.0,true,84.39716817587055,5
3,100.0,24,125.0,1.0,1.0,true,92.69707465519465,5
3,100.0,24,150.0,1.0,1.0,false,NaN,4
3,100.0,24,175.0,1.0,1.0,false,NaN,3
3,100.0,24,200.0,1.0,1.0,true,87.97070189186803,5
4,100.0,24,25.0,1.0,1.0,false,NaN,3
4,100.0,24,50.0,1.0,1.0,true,77.38429640090087,5
4,100.0,24,75.0,1.0,1.0,true,71.25507421584352,5
4,100.0,24,100.0,1.0,1.0,true,44.0,5
4,100.0,24,125.0,1.0,1.0,true,67.94147660946986,5
4,100.0,24,150.0,1.0,1.0,true,49.06397030712065,5
4,100.0,24,175.0,1.0,1.0,false,NaN,4
4,100.0,24,200.0,1.0,1.0,true,95.83979955851932,5
5,100.0,24,25.0,1.0,1.0,false,NaN,0
